id,treatment,microbiome,value,shortform_biocrates,MATCH_NAME 
exGF07,AngII,COL,25,PC aa C38:3,NA
exGF09,AngII,COL,33,PC aa C38:3,NA
exGF10,AngII,COL,33.6,PC aa C38:3,NA
exGF11,AngII,COL,33.3,PC aa C38:3,NA
exGF12,AngII,COL,19,PC aa C38:3,NA
exGF13,AngII,COL,25,PC aa C38:3,NA
exGF14,AngII,COL,22.9,PC aa C38:3,NA
exGF16,AngII,COL,22,PC aa C38:3,NA
exGF17,AngII,COL,21.9,PC aa C38:3,NA
exGF18,AngII,COL,19,PC aa C38:3,NA
exGF19,AngII,COL,25.4,PC aa C38:3,NA
GF07,AngII,GF,31.8,PC aa C38:3,NA
GF08,AngII,GF,28.8,PC aa C38:3,NA
GF09,AngII,GF,13.7,PC aa C38:3,NA
GF10,AngII,GF,34.3,PC aa C38:3,NA
GF15,AngII,GF,20.5,PC aa C38:3,NA
GF16,AngII,GF,8.78,PC aa C38:3,NA
GF17,AngII,GF,22,PC aa C38:3,NA
GF19,AngII,GF,25.8,PC aa C38:3,NA
GF20,AngII,GF,21.4,PC aa C38:3,NA
GF21,AngII,GF,31.2,PC aa C38:3,NA
GF22,AngII,GF,28,PC aa C38:3,NA
sGF1,Sham,GF,13.7,PC aa C38:3,NA
sGF2,Sham,GF,13.6,PC aa C38:3,NA
sGF3,Sham,GF,16.6,PC aa C38:3,NA
sGF4,Sham,GF,14.7,PC aa C38:3,NA
sGF5,Sham,GF,15.4,PC aa C38:3,NA
sexGF1,Sham,COL,21.7,PC aa C38:3,NA
sexGF2,Sham,COL,19.7,PC aa C38:3,NA
sexGF3,Sham,COL,22.2,PC aa C38:3,NA
sexGF4,Sham,COL,19.7,PC aa C38:3,NA
sexGF5,Sham,COL,18.1,PC aa C38:3,NA
exGF06,AngII,COL,187,PC aa C38:4,PC aa C38:4
exGF07,AngII,COL,115,PC aa C38:4,PC aa C38:4
exGF09,AngII,COL,116,PC aa C38:4,PC aa C38:4
exGF10,AngII,COL,94.5,PC aa C38:4,PC aa C38:4
exGF11,AngII,COL,100,PC aa C38:4,PC aa C38:4
exGF12,AngII,COL,71.4,PC aa C38:4,PC aa C38:4
exGF13,AngII,COL,102,PC aa C38:4,PC aa C38:4
exGF14,AngII,COL,66,PC aa C38:4,PC aa C38:4
exGF16,AngII,COL,76,PC aa C38:4,PC aa C38:4
exGF17,AngII,COL,69.4,PC aa C38:4,PC aa C38:4
exGF18,AngII,COL,109,PC aa C38:4,PC aa C38:4
exGF19,AngII,COL,83,PC aa C38:4,PC aa C38:4
GF07,AngII,GF,97.1,PC aa C38:4,PC aa C38:4
GF08,AngII,GF,103,PC aa C38:4,PC aa C38:4
GF09,AngII,GF,70.2,PC aa C38:4,PC aa C38:4
GF10,AngII,GF,103,PC aa C38:4,PC aa C38:4
GF15,AngII,GF,73.4,PC aa C38:4,PC aa C38:4
GF16,AngII,GF,20.2,PC aa C38:4,PC aa C38:4
GF17,AngII,GF,111,PC aa C38:4,PC aa C38:4
GF19,AngII,GF,87.4,PC aa C38:4,PC aa C38:4
GF20,AngII,GF,81.7,PC aa C38:4,PC aa C38:4
GF21,AngII,GF,130,PC aa C38:4,PC aa C38:4
GF22,AngII,GF,113,PC aa C38:4,PC aa C38:4
sGF1,Sham,GF,46,PC aa C38:4,PC aa C38:4
sGF2,Sham,GF,46.7,PC aa C38:4,PC aa C38:4
sGF3,Sham,GF,65.3,PC aa C38:4,PC aa C38:4
sGF4,Sham,GF,46.6,PC aa C38:4,PC aa C38:4
sGF5,Sham,GF,58.8,PC aa C38:4,PC aa C38:4
sexGF1,Sham,COL,55.7,PC aa C38:4,PC aa C38:4
sexGF2,Sham,COL,53.4,PC aa C38:4,PC aa C38:4
sexGF3,Sham,COL,63.8,PC aa C38:4,PC aa C38:4
sexGF4,Sham,COL,56.2,PC aa C38:4,PC aa C38:4
sexGF5,Sham,COL,56,PC aa C38:4,PC aa C38:4
exGF06,AngII,COL,64.8,PC aa C38:5,NA
exGF07,AngII,COL,34.8,PC aa C38:5,NA
exGF09,AngII,COL,40.5,PC aa C38:5,NA
exGF10,AngII,COL,36.3,PC aa C38:5,NA
exGF11,AngII,COL,36.9,PC aa C38:5,NA
exGF12,AngII,COL,24.6,PC aa C38:5,NA
exGF13,AngII,COL,30.8,PC aa C38:5,NA
exGF14,AngII,COL,25.1,PC aa C38:5,NA
exGF16,AngII,COL,23.8,PC aa C38:5,NA
exGF17,AngII,COL,27.2,PC aa C38:5,NA
exGF18,AngII,COL,50.7,PC aa C38:5,NA
exGF19,AngII,COL,32.5,PC aa C38:5,NA
GF07,AngII,GF,44.7,PC aa C38:5,NA
GF08,AngII,GF,42.8,PC aa C38:5,NA
GF09,AngII,GF,18.2,PC aa C38:5,NA
GF10,AngII,GF,48.8,PC aa C38:5,NA
GF15,AngII,GF,28.6,PC aa C38:5,NA
GF16,AngII,GF,8.55,PC aa C38:5,NA
GF17,AngII,GF,34.7,PC aa C38:5,NA
GF19,AngII,GF,35.6,PC aa C38:5,NA
GF20,AngII,GF,33.1,PC aa C38:5,NA
GF21,AngII,GF,49.5,PC aa C38:5,NA
GF22,AngII,GF,42.2,PC aa C38:5,NA
sGF1,Sham,GF,16.3,PC aa C38:5,NA
sGF2,Sham,GF,17.3,PC aa C38:5,NA
sGF3,Sham,GF,22.7,PC aa C38:5,NA
sGF4,Sham,GF,18.3,PC aa C38:5,NA
sGF5,Sham,GF,21,PC aa C38:5,NA
sexGF1,Sham,COL,25.5,PC aa C38:5,NA
sexGF2,Sham,COL,23.5,PC aa C38:5,NA
sexGF3,Sham,COL,27.4,PC aa C38:5,NA
sexGF4,Sham,COL,26.6,PC aa C38:5,NA
sexGF5,Sham,COL,24.7,PC aa C38:5,NA
exGF06,AngII,COL,157,PC aa C38:6,PC aa C38:6
exGF07,AngII,COL,108,PC aa C38:6,PC aa C38:6
exGF09,AngII,COL,113,PC aa C38:6,PC aa C38:6
exGF10,AngII,COL,109,PC aa C38:6,PC aa C38:6
exGF11,AngII,COL,111,PC aa C38:6,PC aa C38:6
exGF12,AngII,COL,94.3,PC aa C38:6,PC aa C38:6
exGF13,AngII,COL,106,PC aa C38:6,PC aa C38:6
exGF14,AngII,COL,84.9,PC aa C38:6,PC aa C38:6
exGF16,AngII,COL,93.6,PC aa C38:6,PC aa C38:6
exGF17,AngII,COL,91.6,PC aa C38:6,PC aa C38:6
exGF18,AngII,COL,126,PC aa C38:6,PC aa C38:6
exGF19,AngII,COL,80.5,PC aa C38:6,PC aa C38:6
GF07,AngII,GF,116,PC aa C38:6,PC aa C38:6
GF08,AngII,GF,111,PC aa C38:6,PC aa C38:6
GF09,AngII,GF,48,PC aa C38:6,PC aa C38:6
GF10,AngII,GF,115,PC aa C38:6,PC aa C38:6
GF15,AngII,GF,92.3,PC aa C38:6,PC aa C38:6
GF16,AngII,GF,24.4,PC aa C38:6,PC aa C38:6
GF17,AngII,GF,133,PC aa C38:6,PC aa C38:6
GF19,AngII,GF,104,PC aa C38:6,PC aa C38:6
GF20,AngII,GF,109,PC aa C38:6,PC aa C38:6
GF21,AngII,GF,140,PC aa C38:6,PC aa C38:6
GF22,AngII,GF,133,PC aa C38:6,PC aa C38:6
sGF1,Sham,GF,79,PC aa C38:6,PC aa C38:6
sGF2,Sham,GF,81.3,PC aa C38:6,PC aa C38:6
sGF3,Sham,GF,106,PC aa C38:6,PC aa C38:6
sGF4,Sham,GF,84.2,PC aa C38:6,PC aa C38:6
sGF5,Sham,GF,94,PC aa C38:6,PC aa C38:6
sexGF1,Sham,COL,91.3,PC aa C38:6,PC aa C38:6
sexGF2,Sham,COL,79.1,PC aa C38:6,PC aa C38:6
sexGF3,Sham,COL,95.3,PC aa C38:6,PC aa C38:6
sexGF4,Sham,COL,84.7,PC aa C38:6,PC aa C38:6
sexGF5,Sham,COL,88.7,PC aa C38:6,PC aa C38:6
exGF06,AngII,COL,0.453,PC aa C40:3,NA
exGF07,AngII,COL,0.321,PC aa C40:3,NA
exGF09,AngII,COL,0.508,PC aa C40:3,NA
exGF10,AngII,COL,0.433,PC aa C40:3,NA
exGF11,AngII,COL,0.51,PC aa C40:3,NA
exGF12,AngII,COL,0.454,PC aa C40:3,NA
exGF13,AngII,COL,0.43,PC aa C40:3,NA
exGF14,AngII,COL,0.401,PC aa C40:3,NA
exGF16,AngII,COL,0.338,PC aa C40:3,NA
exGF17,AngII,COL,0.396,PC aa C40:3,NA
exGF18,AngII,COL,0.26,PC aa C40:3,NA
exGF19,AngII,COL,0.266,PC aa C40:3,NA
GF07,AngII,GF,0.397,PC aa C40:3,NA
GF08,AngII,GF,0.375,PC aa C40:3,NA
GF09,AngII,GF,0.261,PC aa C40:3,NA
GF10,AngII,GF,0.432,PC aa C40:3,NA
GF15,AngII,GF,0.227,PC aa C40:3,NA
GF16,AngII,GF,0.171,PC aa C40:3,NA
GF17,AngII,GF,0.34,PC aa C40:3,NA
GF19,AngII,GF,0.358,PC aa C40:3,NA
GF20,AngII,GF,0.392,PC aa C40:3,NA
GF21,AngII,GF,0.356,PC aa C40:3,NA
GF22,AngII,GF,0.389,PC aa C40:3,NA
sGF1,Sham,GF,0.335,PC aa C40:3,NA
sGF2,Sham,GF,0.369,PC aa C40:3,NA
sGF3,Sham,GF,0.469,PC aa C40:3,NA
sGF4,Sham,GF,0.413,PC aa C40:3,NA
sGF5,Sham,GF,0.306,PC aa C40:3,NA
sexGF1,Sham,COL,0.596,PC aa C40:3,NA
sexGF2,Sham,COL,0.59,PC aa C40:3,NA
sexGF3,Sham,COL,0.582,PC aa C40:3,NA
sexGF4,Sham,COL,0.525,PC aa C40:3,NA
sexGF5,Sham,COL,0.5,PC aa C40:3,NA
exGF06,AngII,COL,3.37,PC aa C40:4,NA
exGF07,AngII,COL,2.2,PC aa C40:4,NA
exGF09,AngII,COL,2.63,PC aa C40:4,NA
exGF10,AngII,COL,2.39,PC aa C40:4,NA
exGF11,AngII,COL,2.54,PC aa C40:4,NA
exGF12,AngII,COL,2.06,PC aa C40:4,NA
exGF13,AngII,COL,2.3,PC aa C40:4,NA
exGF14,AngII,COL,1.98,PC aa C40:4,NA
exGF16,AngII,COL,1.75,PC aa C40:4,NA
exGF17,AngII,COL,1.83,PC aa C40:4,NA
exGF18,AngII,COL,1.48,PC aa C40:4,NA
exGF19,AngII,COL,1.6,PC aa C40:4,NA
GF07,AngII,GF,2.68,PC aa C40:4,NA
GF08,AngII,GF,2.59,PC aa C40:4,NA
GF09,AngII,GF,1.8,PC aa C40:4,NA
GF10,AngII,GF,2.81,PC aa C40:4,NA
GF15,AngII,GF,1.93,PC aa C40:4,NA
GF16,AngII,GF,0.803,PC aa C40:4,NA
GF17,AngII,GF,2.38,PC aa C40:4,NA
GF19,AngII,GF,2.32,PC aa C40:4,NA
GF20,AngII,GF,2.32,PC aa C40:4,NA
GF21,AngII,GF,2.83,PC aa C40:4,NA
GF22,AngII,GF,2.47,PC aa C40:4,NA
sGF1,Sham,GF,1.65,PC aa C40:4,NA
sGF2,Sham,GF,1.8,PC aa C40:4,NA
sGF3,Sham,GF,2.08,PC aa C40:4,NA
sGF4,Sham,GF,1.66,PC aa C40:4,NA
sGF5,Sham,GF,1.85,PC aa C40:4,NA
sexGF1,Sham,COL,2.25,PC aa C40:4,NA
sexGF2,Sham,COL,2.22,PC aa C40:4,NA
sexGF3,Sham,COL,2.29,PC aa C40:4,NA
sexGF4,Sham,COL,1.98,PC aa C40:4,NA
sexGF5,Sham,COL,1.99,PC aa C40:4,NA
exGF06,AngII,COL,0.136,PC aa C42:1,NA
exGF07,AngII,COL,0.103,PC aa C42:1,NA
exGF09,AngII,COL,0.088,PC aa C42:1,NA
exGF10,AngII,COL,0.119,PC aa C42:1,NA
exGF11,AngII,COL,0.12,PC aa C42:1,NA
exGF12,AngII,COL,0.089,PC aa C42:1,NA
exGF13,AngII,COL,0.095,PC aa C42:1,NA
exGF14,AngII,COL,0.112,PC aa C42:1,NA
exGF16,AngII,COL,0.102,PC aa C42:1,NA
exGF17,AngII,COL,0.104,PC aa C42:1,NA
exGF18,AngII,COL,0.056,PC aa C42:1,NA
exGF19,AngII,COL,0.07,PC aa C42:1,NA
GF07,AngII,GF,0.104,PC aa C42:1,NA
GF08,AngII,GF,0.101,PC aa C42:1,NA
GF09,AngII,GF,0.118,PC aa C42:1,NA
GF10,AngII,GF,0.156,PC aa C42:1,NA
GF15,AngII,GF,0.118,PC aa C42:1,NA
GF16,AngII,GF,0.087,PC aa C42:1,NA
GF17,AngII,GF,0.139,PC aa C42:1,NA
GF19,AngII,GF,0.112,PC aa C42:1,NA
GF20,AngII,GF,0.098,PC aa C42:1,NA
GF21,AngII,GF,0.152,PC aa C42:1,NA
GF22,AngII,GF,0.161,PC aa C42:1,NA
sGF1,Sham,GF,0.107,PC aa C42:1,NA
sGF2,Sham,GF,0.092,PC aa C42:1,NA
sGF3,Sham,GF,0.103,PC aa C42:1,NA
sGF4,Sham,GF,0.087,PC aa C42:1,NA
sGF5,Sham,GF,0.117,PC aa C42:1,NA
sexGF1,Sham,COL,0.086,PC aa C42:1,NA
sexGF2,Sham,COL,0.091,PC aa C42:1,NA
sexGF3,Sham,COL,0.115,PC aa C42:1,NA
sexGF4,Sham,COL,0.096,PC aa C42:1,NA
sexGF5,Sham,COL,0.07,PC aa C42:1,NA
exGF06,AngII,COL,0.343,PC aa C42:5,NA
exGF07,AngII,COL,0.274,PC aa C42:5,NA
exGF09,AngII,COL,0.259,PC aa C42:5,NA
exGF10,AngII,COL,0.279,PC aa C42:5,NA
exGF11,AngII,COL,0.281,PC aa C42:5,NA
exGF12,AngII,COL,0.25,PC aa C42:5,NA
exGF13,AngII,COL,0.252,PC aa C42:5,NA
exGF14,AngII,COL,0.243,PC aa C42:5,NA
exGF16,AngII,COL,0.233,PC aa C42:5,NA
exGF17,AngII,COL,0.239,PC aa C42:5,NA
exGF18,AngII,COL,0.188,PC aa C42:5,NA
exGF19,AngII,COL,0.154,PC aa C42:5,NA
GF07,AngII,GF,0.261,PC aa C42:5,NA
GF08,AngII,GF,0.298,PC aa C42:5,NA
GF09,AngII,GF,0.185,PC aa C42:5,NA
GF10,AngII,GF,0.27,PC aa C42:5,NA
GF15,AngII,GF,0.212,PC aa C42:5,NA
GF16,AngII,GF,0.092,PC aa C42:5,NA
GF17,AngII,GF,0.273,PC aa C42:5,NA
GF19,AngII,GF,0.238,PC aa C42:5,NA
GF20,AngII,GF,0.218,PC aa C42:5,NA
GF21,AngII,GF,0.3,PC aa C42:5,NA
GF22,AngII,GF,0.295,PC aa C42:5,NA
sGF1,Sham,GF,0.177,PC aa C42:5,NA
sGF2,Sham,GF,0.205,PC aa C42:5,NA
sGF3,Sham,GF,0.265,PC aa C42:5,NA
sGF4,Sham,GF,0.217,PC aa C42:5,NA
sGF5,Sham,GF,0.21,PC aa C42:5,NA
sexGF1,Sham,COL,0.288,PC aa C42:5,NA
sexGF2,Sham,COL,0.284,PC aa C42:5,NA
sexGF3,Sham,COL,0.311,PC aa C42:5,NA
sexGF4,Sham,COL,0.255,PC aa C42:5,NA
sexGF5,Sham,COL,0.274,PC aa C42:5,NA
exGF06,AngII,COL,0.683,PC ae C32:1,NA
exGF07,AngII,COL,0.793,PC ae C32:1,NA
exGF09,AngII,COL,0.598,PC ae C32:1,NA
exGF10,AngII,COL,0.612,PC ae C32:1,NA
exGF11,AngII,COL,0.464,PC ae C32:1,NA
exGF12,AngII,COL,0.521,PC ae C32:1,NA
exGF13,AngII,COL,0.479,PC ae C32:1,NA
exGF14,AngII,COL,0.451,PC ae C32:1,NA
exGF16,AngII,COL,0.545,PC ae C32:1,NA
exGF17,AngII,COL,0.436,PC ae C32:1,NA
exGF18,AngII,COL,0.355,PC ae C32:1,NA
exGF19,AngII,COL,0.445,PC ae C32:1,NA
GF07,AngII,GF,0.917,PC ae C32:1,NA
GF08,AngII,GF,0.494,PC ae C32:1,NA
GF09,AngII,GF,0.671,PC ae C32:1,NA
GF10,AngII,GF,1.87,PC ae C32:1,NA
GF15,AngII,GF,0.541,PC ae C32:1,NA
GF16,AngII,GF,0.422,PC ae C32:1,NA
GF17,AngII,GF,0.61,PC ae C32:1,NA
GF19,AngII,GF,0.456,PC ae C32:1,NA
GF20,AngII,GF,0.446,PC ae C32:1,NA
GF21,AngII,GF,0.822,PC ae C32:1,NA
GF22,AngII,GF,1.18,PC ae C32:1,NA
sGF1,Sham,GF,0.435,PC ae C32:1,NA
sGF2,Sham,GF,0.623,PC ae C32:1,NA
sGF3,Sham,GF,0.714,PC ae C32:1,NA
sGF4,Sham,GF,0.687,PC ae C32:1,NA
sGF5,Sham,GF,0.439,PC ae C32:1,NA
sexGF1,Sham,COL,0.585,PC ae C32:1,NA
sexGF2,Sham,COL,0.715,PC ae C32:1,NA
sexGF3,Sham,COL,0.831,PC ae C32:1,NA
sexGF4,Sham,COL,0.652,PC ae C32:1,NA
sexGF5,Sham,COL,0.567,PC ae C32:1,NA
exGF06,AngII,COL,0.535,PC ae C34:0,NA
exGF07,AngII,COL,0.5,PC ae C34:0,NA
exGF09,AngII,COL,0.443,PC ae C34:0,NA
exGF10,AngII,COL,0.522,PC ae C34:0,NA
exGF11,AngII,COL,0.479,PC ae C34:0,NA
exGF12,AngII,COL,0.322,PC ae C34:0,NA
exGF13,AngII,COL,0.466,PC ae C34:0,NA
exGF14,AngII,COL,0.428,PC ae C34:0,NA
exGF16,AngII,COL,0.401,PC ae C34:0,NA
exGF17,AngII,COL,0.403,PC ae C34:0,NA
exGF18,AngII,COL,0.48,PC ae C34:0,NA
exGF19,AngII,COL,0.469,PC ae C34:0,NA
GF07,AngII,GF,0.555,PC ae C34:0,NA
GF08,AngII,GF,0.577,PC ae C34:0,NA
GF09,AngII,GF,0.25,PC ae C34:0,NA
GF10,AngII,GF,0.647,PC ae C34:0,NA
GF15,AngII,GF,0.492,PC ae C34:0,NA
GF16,AngII,GF,0.366,PC ae C34:0,NA
GF17,AngII,GF,0.541,PC ae C34:0,NA
GF19,AngII,GF,0.397,PC ae C34:0,NA
GF20,AngII,GF,0.432,PC ae C34:0,NA
GF21,AngII,GF,0.541,PC ae C34:0,NA
GF22,AngII,GF,0.66,PC ae C34:0,NA
sGF1,Sham,GF,0.379,PC ae C34:0,NA
sGF2,Sham,GF,0.469,PC ae C34:0,NA
sGF3,Sham,GF,0.461,PC ae C34:0,NA
sGF4,Sham,GF,0.391,PC ae C34:0,NA
sGF5,Sham,GF,0.385,PC ae C34:0,NA
sexGF1,Sham,COL,0.38,PC ae C34:0,NA
sexGF2,Sham,COL,0.372,PC ae C34:0,NA
sexGF3,Sham,COL,0.399,PC ae C34:0,NA
sexGF4,Sham,COL,0.404,PC ae C34:0,NA
sexGF5,Sham,COL,0.343,PC ae C34:0,NA
exGF06,AngII,COL,4.87,PC ae C34:1,NA
exGF07,AngII,COL,3.77,PC ae C34:1,NA
exGF09,AngII,COL,3.88,PC ae C34:1,NA
exGF10,AngII,COL,3.99,PC ae C34:1,NA
exGF11,AngII,COL,3.96,PC ae C34:1,NA
exGF12,AngII,COL,2.66,PC ae C34:1,NA
exGF13,AngII,COL,3.32,PC ae C34:1,NA
exGF14,AngII,COL,3.11,PC ae C34:1,NA
exGF16,AngII,COL,2.59,PC ae C34:1,NA
exGF17,AngII,COL,3.11,PC ae C34:1,NA
exGF18,AngII,COL,2.98,PC ae C34:1,NA
exGF19,AngII,COL,3.88,PC ae C34:1,NA
GF07,AngII,GF,4.66,PC ae C34:1,NA
GF08,AngII,GF,4.15,PC ae C34:1,NA
GF09,AngII,GF,2.77,PC ae C34:1,NA
GF10,AngII,GF,4.53,PC ae C34:1,NA
GF15,AngII,GF,3.14,PC ae C34:1,NA
GF16,AngII,GF,1.88,PC ae C34:1,NA
GF17,AngII,GF,3.23,PC ae C34:1,NA
GF19,AngII,GF,3.32,PC ae C34:1,NA
GF20,AngII,GF,3.26,PC ae C34:1,NA
GF21,AngII,GF,4.3,PC ae C34:1,NA
GF22,AngII,GF,3.91,PC ae C34:1,NA
sGF1,Sham,GF,2.05,PC ae C34:1,NA
sGF2,Sham,GF,1.96,PC ae C34:1,NA
sGF3,Sham,GF,2.49,PC ae C34:1,NA
sGF4,Sham,GF,2.41,PC ae C34:1,NA
sGF5,Sham,GF,2.22,PC ae C34:1,NA
sexGF1,Sham,COL,3.15,PC ae C34:1,NA
sexGF2,Sham,COL,2.81,PC ae C34:1,NA
sexGF3,Sham,COL,3.31,PC ae C34:1,NA
sexGF4,Sham,COL,3.23,PC ae C34:1,NA
sexGF5,Sham,COL,3,PC ae C34:1,NA
exGF06,AngII,COL,4.31,PC ae C34:2,NA
exGF07,AngII,COL,3.72,PC ae C34:2,NA
exGF09,AngII,COL,3.97,PC ae C34:2,NA
exGF10,AngII,COL,3.27,PC ae C34:2,NA
exGF11,AngII,COL,3.59,PC ae C34:2,NA
exGF12,AngII,COL,3.23,PC ae C34:2,NA
exGF13,AngII,COL,3.47,PC ae C34:2,NA
exGF14,AngII,COL,2.84,PC ae C34:2,NA
exGF16,AngII,COL,2.73,PC ae C34:2,NA
exGF17,AngII,COL,2.97,PC ae C34:2,NA
exGF18,AngII,COL,3.2,PC ae C34:2,NA
exGF19,AngII,COL,3.08,PC ae C34:2,NA
GF07,AngII,GF,4.22,PC ae C34:2,NA
GF08,AngII,GF,3.89,PC ae C34:2,NA
GF09,AngII,GF,3.9,PC ae C34:2,NA
GF10,AngII,GF,5.04,PC ae C34:2,NA
GF15,AngII,GF,2.98,PC ae C34:2,NA
GF16,AngII,GF,3.05,PC ae C34:2,NA
GF17,AngII,GF,3.61,PC ae C34:2,NA
GF19,AngII,GF,3.56,PC ae C34:2,NA
GF20,AngII,GF,3.41,PC ae C34:2,NA
GF21,AngII,GF,4.29,PC ae C34:2,NA
GF22,AngII,GF,4.05,PC ae C34:2,NA
sGF1,Sham,GF,2.85,PC ae C34:2,NA
sGF2,Sham,GF,2.73,PC ae C34:2,NA
sGF3,Sham,GF,3.28,PC ae C34:2,NA
sGF4,Sham,GF,2.79,PC ae C34:2,NA
sGF5,Sham,GF,3.24,PC ae C34:2,NA
sexGF1,Sham,COL,3.49,PC ae C34:2,NA
sexGF2,Sham,COL,3.44,PC ae C34:2,NA
sexGF3,Sham,COL,3.82,PC ae C34:2,NA
sexGF4,Sham,COL,3.68,PC ae C34:2,NA
sexGF5,Sham,COL,3.14,PC ae C34:2,NA
exGF06,AngII,COL,3.22,PC ae C36:1,NA
exGF07,AngII,COL,2.27,PC ae C36:1,NA
exGF09,AngII,COL,2.29,PC ae C36:1,NA
exGF10,AngII,COL,2.67,PC ae C36:1,NA
exGF11,AngII,COL,2.64,PC ae C36:1,NA
exGF12,AngII,COL,1.58,PC ae C36:1,NA
exGF13,AngII,COL,1.93,PC ae C36:1,NA
exGF14,AngII,COL,2.12,PC ae C36:1,NA
exGF16,AngII,COL,1.96,PC ae C36:1,NA
exGF17,AngII,COL,2.41,PC ae C36:1,NA
exGF18,AngII,COL,1.85,PC ae C36:1,NA
exGF19,AngII,COL,2.5,PC ae C36:1,NA
GF07,AngII,GF,3.4,PC ae C36:1,NA
GF08,AngII,GF,2.94,PC ae C36:1,NA
GF09,AngII,GF,1.26,PC ae C36:1,NA
GF10,AngII,GF,3.81,PC ae C36:1,NA
GF15,AngII,GF,2.27,PC ae C36:1,NA
GF16,AngII,GF,1.37,PC ae C36:1,NA
GF17,AngII,GF,2.12,PC ae C36:1,NA
GF19,AngII,GF,2.24,PC ae C36:1,NA
GF20,AngII,GF,2.2,PC ae C36:1,NA
GF21,AngII,GF,3.05,PC ae C36:1,NA
GF22,AngII,GF,2.63,PC ae C36:1,NA
sGF1,Sham,GF,1.43,PC ae C36:1,NA
sGF2,Sham,GF,1.38,PC ae C36:1,NA
sGF3,Sham,GF,1.65,PC ae C36:1,NA
sGF4,Sham,GF,1.66,PC ae C36:1,NA
sGF5,Sham,GF,1.53,PC ae C36:1,NA
sexGF1,Sham,COL,2.4,PC ae C36:1,NA
sexGF2,Sham,COL,1.99,PC ae C36:1,NA
sexGF3,Sham,COL,2.09,PC ae C36:1,NA
sexGF4,Sham,COL,2.26,PC ae C36:1,NA
sexGF5,Sham,COL,1.96,PC ae C36:1,NA
exGF06,AngII,COL,2.65,PC ae C36:3,NA
exGF07,AngII,COL,1.86,PC ae C36:3,NA
exGF09,AngII,COL,2.11,PC ae C36:3,NA
exGF10,AngII,COL,2.03,PC ae C36:3,NA
exGF11,AngII,COL,2.04,PC ae C36:3,NA
exGF12,AngII,COL,1.75,PC ae C36:3,NA
exGF13,AngII,COL,2.8,PC ae C36:3,NA
exGF14,AngII,COL,1.55,PC ae C36:3,NA
exGF16,AngII,COL,1.54,PC ae C36:3,NA
exGF17,AngII,COL,1.61,PC ae C36:3,NA
exGF18,AngII,COL,1.93,PC ae C36:3,NA
exGF19,AngII,COL,1.77,PC ae C36:3,NA
GF07,AngII,GF,2.62,PC ae C36:3,NA
GF08,AngII,GF,2.15,PC ae C36:3,NA
GF09,AngII,GF,1.84,PC ae C36:3,NA
GF10,AngII,GF,3.12,PC ae C36:3,NA
GF15,AngII,GF,1.68,PC ae C36:3,NA
GF16,AngII,GF,1.13,PC ae C36:3,NA
GF17,AngII,GF,1.83,PC ae C36:3,NA
GF19,AngII,GF,1.82,PC ae C36:3,NA
GF20,AngII,GF,1.84,PC ae C36:3,NA
GF21,AngII,GF,2.4,PC ae C36:3,NA
GF22,AngII,GF,2.14,PC ae C36:3,NA
sGF1,Sham,GF,1.22,PC ae C36:3,NA
sGF2,Sham,GF,1.26,PC ae C36:3,NA
sGF3,Sham,GF,1.47,PC ae C36:3,NA
sGF4,Sham,GF,1.18,PC ae C36:3,NA
sGF5,Sham,GF,1.26,PC ae C36:3,NA
sexGF1,Sham,COL,1.93,PC ae C36:3,NA
sexGF2,Sham,COL,1.95,PC ae C36:3,NA
sexGF3,Sham,COL,1.96,PC ae C36:3,NA
sexGF4,Sham,COL,1.89,PC ae C36:3,NA
sexGF5,Sham,COL,1.84,PC ae C36:3,NA
exGF06,AngII,COL,0.819,PC ae C38:1,NA
exGF07,AngII,COL,0.765,PC ae C38:1,NA
exGF09,AngII,COL,0.683,PC ae C38:1,NA
exGF10,AngII,COL,0.765,PC ae C38:1,NA
exGF11,AngII,COL,0.665,PC ae C38:1,NA
exGF12,AngII,COL,0.542,PC ae C38:1,NA
exGF13,AngII,COL,0.465,PC ae C38:1,NA
exGF14,AngII,COL,0.507,PC ae C38:1,NA
exGF16,AngII,COL,0.479,PC ae C38:1,NA
exGF17,AngII,COL,0.637,PC ae C38:1,NA
exGF18,AngII,COL,0.448,PC ae C38:1,NA
exGF19,AngII,COL,0.509,PC ae C38:1,NA
GF07,AngII,GF,0.925,PC ae C38:1,NA
GF08,AngII,GF,0.69,PC ae C38:1,NA
GF09,AngII,GF,0.462,PC ae C38:1,NA
GF10,AngII,GF,1.07,PC ae C38:1,NA
GF15,AngII,GF,0.468,PC ae C38:1,NA
GF16,AngII,GF,0.446,PC ae C38:1,NA
GF17,AngII,GF,0.569,PC ae C38:1,NA
GF19,AngII,GF,0.536,PC ae C38:1,NA
GF20,AngII,GF,0.491,PC ae C38:1,NA
GF21,AngII,GF,0.617,PC ae C38:1,NA
GF22,AngII,GF,0.84,PC ae C38:1,NA
sGF1,Sham,GF,0.33,PC ae C38:1,NA
sGF2,Sham,GF,0.404,PC ae C38:1,NA
sGF3,Sham,GF,0.412,PC ae C38:1,NA
sGF4,Sham,GF,0.331,PC ae C38:1,NA
sGF5,Sham,GF,0.482,PC ae C38:1,NA
sexGF1,Sham,COL,0.623,PC ae C38:1,NA
sexGF2,Sham,COL,0.608,PC ae C38:1,NA
